title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"m 6.5 - 43 km s of intipuc?, el salvador",6.5,2023-07-19 00:22:00,8,6,yellow,0,775,us,92,0.679,40.0,mww,69.727,12.814,-88.1265,"Intipuc?, El Salvador",Other
"m 6.6 - 25 km ese of loncopu?, argentina",6.6,2023-07-17 03:05:00,7,5,green,0,899,us,70,1.634,28.0,mww,171.371,-38.1911,-70.3731,"Loncopu?, Argentina",Argentina
"m 7.2 - 98 km s of sand point, alaska",7.2,2023-07-16 06:48:00,6,6,green,1,860,us,173,0.907,36.0,mww,32.571,54.3844,-160.699,"Sand Point, Alaska",Other
m 7.3 - alaska peninsula,7.3,2023-07-16 06:48:00,0,5,no alert,1,820,at,79,0.879451,172.8,Mi,21.0,54.49,-160.796,Alaska Peninsula,Other
"m 6.6 - 277 km nne of codrington, antigua and barbuda",6.6,2023-10-07 20:28:00,5,4,green,1,802,us,95,2.454,37.0,mww,10.0,20.0196,-61.0955,"Codrington, Antigua and Barbuda",Other
m 6.9 - tonga,6.9,2023-02-07 10:27:00,4,4,green,1,741,us,136,1.179,23.0,mww,229.0,-17.853,-174.937,Tonga,Other
m 7.2 - south of the fiji islands,7.2,2023-06-15 18:06:00,8,6,green,1,804,us,85,2.59,24.0,mww,167.404,-22.9824,-177.208,the Fiji Islands,Other
m 6.6 - panama-colombia border region,6.6,2023-05-25 03:05:00,6,6,green,1,733,us,50,2.163,129.0,mww,10.0,8.8894,-77.1231,Panama-Colombia border region,Colombia
m 7.1 - southeast of the loyalty islands,7.1,2023-05-20 01:51:00,3,4,green,1,777,us,98,2.812,56.0,mww,35.981,-23.0622,170.456,the Loyalty Islands,Other
m 7.7 - southeast of the loyalty islands,7.7,2023-05-19 02:57:00,5,4,green,1,927,us,277,3.111,15.0,mww,18.027,-23.2286,170.694,the Loyalty Islands,Other
"m 7.6 - 95 km wnw of hihifo, tonga",7.6,2023-10-05 16:02:00,8,6,green,1,907,us,111,3.631,17.0,mww,210.097,-15.6002,-174.608,"Hihifo, Tonga",Other
m 6.6 - south of the fiji islands,6.6,2023-04-28 03:13:00,0,2,green,0,670,us,52,5.123,50.0,mww,598.467,-25.2657,178.424,the Fiji Islands,Other
"m 7.1 - 170 km sse of teluk dalam, indonesia",7.1,2023-04-24 20:00:00,9,7,green,0,838,us,70,2.282,58.0,mww,15.462,-0.781,98.5339,"Teluk Dalam, Indonesia",Indonesia
"m 7.1 - kermadec islands, new zealand",7.1,2023-04-24 00:41:00,8,7,green,1,777,us,126,0.708,23.0,mww,43.063,-30.0249,-177.897,"Kermadec Islands, New Zealand",Other
m 6.7 - south of the fiji islands,6.7,2023-04-18 04:31:00,0,3,green,1,691,us,166,4.719,10.0,mww,595.854,-22.2844,179.391,the Fiji Islands,Other
"m 7.0 - 96 km n of tuban, indonesia",7.0,2023-04-14 09:55:00,5,3,green,0,818,us,131,1.881,31.0,mww,594.028,-6.0255,112.033,"Tuban, Indonesia",Indonesia
"m 6.5 - near the east coast of the kamchatka peninsula, russia",6.5,2023-03-04 03:06:00,7,6,yellow,1,655,us,104,0.266,30.0,mww,105.631,52.7772,158.484,"the Kamchatka Peninsula, Russia",Russian Federation
"m 7.0 - new guinea, papua new guinea",7.0,2023-02-04 18:04:00,7,7,green,1,781,us,105,6.45,31.0,mww,62.603,-4.2924,143.155,"New Guinea, Papua New Guinea",Papua New Guinea
"m 6.5 - 84 km nnw of san antonio de los cobres, argentina",6.5,2023-03-22 16:00:00,4,4,green,0,656,us,97,1.622,33.0,mww,209.976,-23.4797,-66.5108,"San Antonio de los Cobres, Argentina",Argentina
m 7.0 - kermadec islands region,7.0,2023-03-16 00:56:00,8,5,green,1,756,us,116,1.789,22.0,mww,22.065,-30.1147,-176.112,Kermadec Islands region,Other
"m 6.9 - kermadec islands, new zealand",6.9,2023-04-03 06:41:00,5,5,green,1,735,us,108,0.784,18.0,mww,205.681,-29.4748,-178.787,"Kermadec Islands, New Zealand",Other
"m 6.5 - 86 km wsw of port-olry, vanuatu",6.5,2023-02-03 18:04:00,7,6,green,1,653,us,66,5.483,45.0,mww,10.0,-15.3597,166.385,"Port-Olry, Vanuatu",Other
"m 6.5 - 108 km nw of kimbe, papua new guinea",6.5,2023-01-03 05:36:00,4,2,green,1,652,us,115,2.739,20.0,mww,598.925,-4.8138,149.487,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.8 - 67 km w of murghob, tajikistan",6.8,2023-02-23 00:37:00,9,7,green,0,737,us,128,1.783,20.0,mww,20.522,38.0726,73.2077,"Murghob, Tajikistan",Tajikistan
"m 6.7 - 18 km ese of nurda??, turkey",6.7,2023-06-02 01:28:00,9,8,yellow,0,800,us,108,0.218,44.0,mww,14.497,37.4135,36.8306,"Nurda??, Turkey",Russian Federation
m 6.8 - ,6.8,2023-01-20 22:09:00,4,3,green,0,718,us,60,5.129,61.0,mww,610.671,-26.7209,-63.0394,"Alberdi Department, Argentina",Argentina
"m 7.0 - 153 km nw of tobelo, indonesia",7.0,2023-01-18 06:06:00,3,5,green,1,756,us,130,1.974,17.0,mwc,28.566,2.7401,127.051,"Tobelo, Indonesia",Indonesia
"m 7.6 - pulau pulau tanimbar, indonesia",7.6,2023-09-01 17:47:00,5,7,green,0,957,us,114,1.575,21.0,mww,105.249,-7.0852,130.039,"Pulau Pulau Tanimbar, Indonesia",Indonesia
m 7.0 - vanuatu,7.0,2023-08-01 12:32:00,8,7,green,1,768,us,116,6.096,36.0,mww,29.0,-14.9383,166.878,Vanuatu,Vanuatu
"m 6.8 - 109 km ne of hihifo, tonga",6.8,2022-04-12 19:24:00,5,5,green,1,720,us,152,2.587,26.0,mww,38.0,-15.3983,-172.968,"Hihifo, Tonga",Other
"m 7.0 - 18 km sw of malango, solomon islands",7.0,2022-11-22 02:03:00,8,7,green,1,768,us,117,0.509,17.0,mww,14.0,-9.7963,159.596,"Malango, Solomon Islands",Solomon Islands
"m 6.9 - 204 km sw of bengkulu, indonesia",6.9,2022-11-18 13:37:00,4,4,green,0,735,us,99,2.229,34.0,mww,25.0,-4.9559,100.738,"Bengkulu, Indonesia",Other
m 7.0 - ,7.0,2022-12-11 07:09:00,3,3,green,1,755,us,147,3.125,18.0,mww,579.0,-20.0508,-178.346,"Lau, Fiji",Fiji
"m 7.3 - 205 km ese of neiafu, tonga",7.3,2022-11-11 10:48:00,5,5,green,1,833,us,149,1.865,21.0,mww,37.0,-19.2918,-172.129,"Neiafu, Tonga",Other
m 6.6 - ,6.6,2022-09-11 10:14:00,0,2,green,1,670,us,131,4.998,27.0,mww,624.464,-25.5948,178.278,South Pacific,Other
m 7.0 - south of the fiji islands,7.0,2022-09-11 09:51:00,4,3,green,1,755,us,142,4.578,26.0,mwb,660.0,-26.0442,178.381,the Fiji Islands,Other
m 6.8 - south of the fiji islands,6.8,2022-09-11 09:38:00,1,3,green,1,711,us,136,4.678,22.0,mww,630.379,-25.9678,178.363,the Fiji Islands,Other
"m 6.7 - 60 km ssw of boca chica, panama",6.7,2022-10-20 11:57:00,7,6,green,1,797,us,145,1.151,37.0,mww,20.0,7.6712,-82.3396,"Boca Chica, Panama",Panama
"m 6.9 - 90 km e of yujing, taiwan",6.9,2022-09-18 06:44:00,9,9,yellow,1,887,us,215,0.401,34.0,mww,10.0,23.1444,121.307,"Yujing, Taiwan",Russian Federation
"m 6.5 - 96 km se of lugu, taiwan",6.5,2022-09-17 13:41:00,7,7,green,1,756,us,178,0.43,54.0,mww,10.0,23.029,121.348,"Lugu, Taiwan",Russian Federation
"m 7.0 - 209 km sse of isangel, vanuatu",7.0,2022-09-14 11:04:00,7,5,green,1,761,us,192,2.977,45.0,mww,137.0,-21.2077,170.239,"Isangel, Vanuatu",Other
"m 7.6 - 70 km e of kainantu, papua new guinea",7.6,2022-10-09 23:47:00,8,8,yellow,1,965,us,272,3.158,12.0,mww,116.0,-6.2237,146.471,"Kainantu, Papua New Guinea",Papua New Guinea
m 6.6 - south of the kermadec islands,6.6,2022-08-14 13:44:00,7,6,green,1,672,us,68,5.293,34.0,mww,30.0,-32.6922,-178.959,the Kermadec Islands,Other
"m 6.5 - 107 km ssw of tarauac?, brazil",6.5,2022-08-06 00:55:00,3,2,green,0,653,us,236,1.999,31.0,mww,622.73,-9.0618,-71.1647,"Tarauac?, Brazil",Brazil
"m 7.2 - 10 km w of az?ngaro, peru",7.2,2022-05-26 12:02:00,7,5,green,1,876,us,144,2.494,40.0,mww,236.0,-14.8628,-70.3081,"Az?ngaro, Peru",Peru
m 6.9 - ,6.9,2022-05-19 10:13:00,2,5,green,1,733,us,127,0.371,45.0,mww,10.0,-54.1325,159.027,South Pacific,Other
"m 6.8 - 86 km nnw of san antonio de los cobres, argentina",6.8,2022-10-05 23:06:00,6,5,green,1,762,us,162,1.505,30.0,mww,220.0,-23.6141,-66.7236,"San Antonio de los Cobres, Argentina",Argentina
"m 6.6 - 55 km wsw of masachapa, nicaragua",6.6,2022-04-21 07:42:00,6,5,green,1,762,us,0,0.914,94.0,mww,27.0,11.5538,-86.9919,"Masachapa, Nicaragua",Other
m 7.0 - southeast of the loyalty islands,7.0,2022-03-31 05:44:00,6,4,green,1,763,us,0,2.705,26.0,mww,10.0,-22.5732,170.349,the Loyalty Islands,Other
"m 6.9 - 284 km ese of tadine, new caledonia",6.9,2022-03-30 20:56:00,6,4,green,1,738,us,0,2.697,42.0,mww,10.0,-22.72,170.277,"Tadine, New Caledonia",Other
"m 6.7 - 65 km s of hualien city, taiwan",6.7,2022-03-22 17:41:00,8,7,green,1,806,us,0,0.289,32.0,mww,24.0,23.3421,121.636,"Hualien City, Taiwan",Russian Federation
"m 6.7 - 166 km w of pariaman, indonesia",6.7,2022-03-13 21:09:00,9,6,green,0,708,us,0,2.188,43.0,mww,28.0,-0.6831,98.6034,"Pariaman, Indonesia",Indonesia
"m 6.6 - kermadec islands, new zealand",6.6,2022-02-03 12:52:00,2,7,green,1,670,us,0,0.827,46.0,mww,24.0,-30.0528,-177.74,"Kermadec Islands, New Zealand",Other
m 6.8 - south of the fiji islands,6.8,2022-02-16 20:21:00,2,3,green,1,712,us,0,5.78,12.0,mww,535.0,-23.7852,-179.968,the Fiji Islands,Other
"m 6.5 - 49 km nw of barranca, peru",6.5,2022-03-02 15:58:00,8,6,green,0,690,us,0,3.026,22.0,mww,110.0,-4.455,-76.9395,"Barranca, Peru",Peru
m 6.5 - kermadec islands region,6.5,2022-01-29 02:46:00,7,4,green,1,651,us,0,1.088,57.0,mww,8.0,-29.535,-176.729,Kermadec Islands region,Other
"m 6.6 - 80 km sw of labuan, indonesia",6.6,2022-01-14 09:05:00,8,6,green,0,785,us,0,2.418,22.0,mww,33.0,-6.9291,105.251,"Labuan, Indonesia",Indonesia
"m 6.5 - 71 km se of nikolski, alaska",6.5,2022-11-01 12:39:00,0,3,no alert,1,650,at,97,1.61607,108.0,Mi,37.0,52.502,-168.08,"Nikolski, Alaska",Other
"m 6.6 - 53 km se of nikolski, alaska",6.6,2022-11-01 12:39:00,8,5,green,1,674,us,0,0.507,49.0,mww,19.0,52.6252,-168.15,"Nikolski, Alaska",Other
"m 6.7 - 91 km se of nikolski, alaska",6.7,2022-11-01 11:35:00,0,4,no alert,1,691,at,50,0.936943,126.0,Mi,33.0,52.48,-167.736,"Nikolski, Alaska",Other
"m 6.8 - 100 km se of nikolski, alaska",6.8,2022-11-01 11:35:00,7,6,green,1,730,us,0,0.92,61.0,mww,20.0,52.6563,-167.917,"Nikolski, Alaska",Other
"m 6.6 - 48 km wnw of p?lis, cyprus",6.6,2022-11-01 01:07:00,6,6,green,0,976,us,0,1.168,21.0,mww,21.0,35.1456,31.9095,"P?lis, Cyprus",Other
"m 7.3 - 125 km nne of lospalos, timor leste",7.3,2021-12-29 18:25:00,8,7,green,0,921,us,0,3.713,19.0,mww,165.49,-7.5924,127.581,"Lospalos, Timor Leste",Indonesia
m 7.3 - flores sea,7.3,2021-12-14 03:20:00,9,5,green,1,854,us,0,1.025,32.0,mww,14.27,-7.6033,122.2,Flores Sea,Indonesia
"m 6.6 - 177 km se of hirara, japan",6.6,2021-10-11 15:45:00,7,4,green,1,688,us,0,3.259,15.0,mww,12.0,23.5414,126.48,"Hirara, Japan",Other
"m 6.9 - 112 km e of chignik, alaska",6.9,2021-11-10 09:10:00,8,6,green,1,995,ak,0,0.0,0.0,mww,51.6,56.2581,-156.492,"Chignik, Alaska",Russian Federation
m 6.9 - vanuatu region,6.9,2021-09-10 10:58:00,4,3,green,1,740,us,0,4.778,31.0,mww,535.0,-21.1704,174.54,Vanuatu region,Other
m 7.3 - vanuatu region,7.3,2021-02-10 06:29:00,4,4,green,1,826,us,0,4.493,32.0,mww,527.0,-21.1036,174.895,Vanuatu region,Other
"m 6.5 - 80 km sw of jiquilillo, nicaragua",6.5,2021-09-22 09:57:00,7,5,green,1,684,us,0,0.993,114.0,mww,21.0,12.1598,-87.8542,"Jiquilillo, Nicaragua",Other
"m 6.9 - 17 km n of port-olry, vanuatu",6.9,2021-08-18 10:10:00,8,7,green,1,741,us,0,0.579,54.0,mww,93.0,-14.892,167.085,"Port-Olry, Vanuatu",Vanuatu
"m 6.9 - 136 km se of perryville, alaska",6.9,2021-08-14 11:57:00,5,4,green,1,738,ak,0,0.0,0.0,mww,33.3,55.2364,-157.707,"Perryville, Alaska",Other
"m 6.9 - 125 km se of perryville, alaska",6.9,2021-08-14 11:57:00,5,4,green,1,738,us,0,1.173,36.0,mww,20.74,55.2657,-157.68,"Perryville, Alaska",Other
"m 7.1 - 60 km ene of pondaguitan, philippines",7.1,2021-11-08 17:46:00,9,7,green,1,846,us,0,1.273,25.0,mww,55.14,6.4547,126.742,"Pondaguitan, Philippines",Other
"m 6.7 - 71 km s of burica, panama",6.7,2021-07-21 21:15:00,6,6,green,1,830,us,0,1.395,61.0,mww,10.0,7.5904,-82.8813,"Burica, Panama",Other
"m 6.5 - 265 km sse of alo, wallis and futuna",6.5,2021-05-21 22:13:00,5,7,green,1,652,us,0,4.518,44.0,mww,10.0,-16.4796,-177.356,"Alo, Wallis and Futuna",Other
"m 6.7 - 260 km s of sinabang, indonesia",6.7,2021-05-14 06:33:00,8,4,green,0,698,us,0,1.487,37.0,mww,11.0,0.1684,96.6475,"Sinabang, Indonesia",Other
m 6.9 - ,6.9,2021-01-05 01:27:00,7,6,green,1,919,us,0,2.619,35.0,mww,43.0,38.2296,141.665,"Ishinomaki, Miyagi Prefecture, Japan",Japan
"m 6.5 - 207 km wsw of haveluloto, tonga",6.5,2021-04-25 22:28:00,4,4,green,0,651,us,0,5.931,20.0,mww,246.0,-21.6857,-177.064,"Haveluloto, Tonga",Other
"m 6.6 - 171 km sse of ust??kamchatsk staryy, russia",6.6,2021-03-16 18:38:00,5,5,green,1,672,us,0,3.183,18.0,mww,13.23,54.7018,163.208,"Ust??Kamchatsk Staryy, Russia",Other
"m 7.4 - kermadec islands, new zealand",7.4,2021-04-03 17:41:00,3,7,green,1,843,us,0,0.437,30.0,mww,43.0,-29.6131,-177.842,"Kermadec Islands, New Zealand",Other
"m 7.3 - 182 km ne of gisborne, new zealand",7.3,2021-04-03 13:27:00,7,6,green,1,932,us,0,0.918,24.0,mww,10.0,-37.596,179.544,"Gisborne, New Zealand",Other
m 6.9 - south shetland islands,6.9,2021-01-23 23:36:00,9,5,green,1,739,us,0,1.55,16.0,mww,15.0,-61.8484,-55.559,South Shetland Islands,Antarctica
"m 7.0 - 211 km se of pondaguitan, philippines",7.0,2021-01-21 12:23:00,7,5,green,1,802,us,0,2.821,15.0,mww,80.0,5.0074,127.517,"Pondaguitan, Philippines",Other
"m 6.7 - 29 km ssw of turt, mongolia",6.7,2021-11-01 21:32:00,8,8,green,0,776,us,0,2.043,22.0,mww,10.0,51.2407,100.443,"Turt, Mongolia",Mongolia
"m 6.7 - 146 km wnw of corral, chile",6.7,2020-12-27 21:39:00,5,5,green,1,776,us,0,1.319,19.0,mww,10.0,-39.3264,-74.9067,"Corral, Chile",Other
"m 6.5 - 94 km nw of vallenar, chile",6.5,2020-01-09 21:09:00,6,6,green,0,674,us,0,0.388,49.0,mww,16.0,-27.9285,-71.3937,"Vallenar, Chile",Other
"m 6.8 - 86 km nw of vallenar, chile",6.8,2020-01-09 04:09:00,6,7,green,1,824,us,0,0.312,69.0,mww,21.0,-28.013,-71.1958,"Vallenar, Chile",Chile
"m 6.9 - 222 km sse of katabu, indonesia",6.9,2020-08-21 04:09:00,4,3,green,0,749,us,0,2.267,20.0,mww,624.0,-6.6704,123.493,"Katabu, Indonesia",Indonesia
"m 6.9 - 122 km wsw of bengkulu, indonesia",6.9,2020-08-18 22:29:00,4,4,green,0,735,us,0,1.716,25.0,mww,26.0,-4.2791,101.215,"Bengkulu, Indonesia",Indonesia
"m 6.8 - 138 km wsw of bengkulu, indonesia",6.8,2020-08-18 22:23:00,5,4,green,0,716,us,0,1.816,34.0,mww,22.0,-4.3724,101.095,"Bengkulu, Indonesia",Indonesia
"m 6.6 - 13 km e of san pedro, philippines",6.6,2020-08-18 00:03:00,9,8,yellow,1,784,us,0,5.128,14.0,mww,10.0,12.0065,124.13,"San Pedro, Philippines",Philippines
"m 7.0 - 114 km nnw of popondetta, papua new guinea",7.0,2020-07-17 02:50:00,6,7,green,1,820,us,0,1.671,18.0,mww,73.0,-7.847,147.755,"Popondetta, Papua New Guinea",Papua New Guinea
"m 6.6 - 97 km n of batang, indonesia",6.6,2020-06-07 22:54:00,4,2,green,0,684,us,0,1.458,14.0,mww,533.76,-5.6368,110.678,"Batang, Indonesia",Indonesia
m 7.4 - south of the kermadec islands,7.4,2020-06-18 12:49:00,7,7,green,1,873,us,0,4.035,23.0,mww,10.0,-33.2938,-177.838,the Kermadec Islands,Other
"m 6.6 - 130 km wnw of naze, japan",6.6,2020-06-13 15:51:00,5,4,green,1,734,us,0,2.015,18.0,mww,165.0,28.9386,128.262,"Naze, Japan",Other
"m 6.8 - 48 km sw of san pedro de atacama, chile",6.8,2020-03-06 07:35:00,6,6,green,1,835,us,0,1.164,21.0,mww,112.0,-23.2966,-68.4204,"San Pedro de Atacama, Chile",Chile
"m 6.6 - 175 km sse of lata, solomon islands",6.6,2020-12-05 22:41:00,4,6,green,1,671,us,0,3.403,12.0,mww,107.0,-12.0662,166.648,"Lata, Solomon Islands",Other
m 6.8 - banda sea,6.8,2020-06-05 13:53:00,4,6,green,0,738,us,0,1.921,16.0,mww,96.0,-6.7762,129.785,Banda Sea,Indonesia
"m 6.5 - 91 km s of n?a anatol?, greece",6.5,2020-02-05 12:51:00,7,6,green,0,678,us,0,1.293,19.0,mww,10.0,34.1818,25.7101,"N?a Anatol?, Greece",Other
"m 7.5 - 221 km sse of severo-kuril??k, russia",7.5,2020-03-25 02:49:00,6,5,green,1,879,us,0,4.109,12.0,mww,57.8,48.9638,157.695,"Severo-Kuril??k, Russia",Other
"m 7.0 - 95 km ene of kuril??k, russia",7.0,2020-02-13 10:33:00,5,6,yellow,1,770,us,0,4.501,25.0,mww,143.0,45.6161,148.959,"Kuril??k, Russia",Russian Federation
"m 6.8 - 7 km s of magsaysay, philippines",6.8,2019-12-15 06:11:00,9,7,yellow,1,825,us,0,0.546,39.0,mww,18.0,6.6969,125.174,"Magsaysay, Philippines",Philippines
"m 7.1 - 138km e of bitung, indonesia",7.1,2019-11-14 16:17:00,6,6,green,1,799,us,0,1.271,11.0,mww,33.0,1.6213,126.416,"Bitung, Indonesia",Indonesia
"m 6.5 - 166km ssw of ndoi island, fiji",6.5,2019-08-11 10:44:00,0,2,green,0,650,us,0,4.765,25.0,mww,577.0,-21.9449,-179.511,"Ndoi Island, Fiji",Other
"m 6.6 - 136 km w of neiafu, tonga",6.6,2019-04-11 22:43:00,4,4,green,1,673,us,0,5.086,48.0,mww,10.0,-18.5747,-175.272,"Neiafu, Tonga",Other
"m 6.5 - 2km ese of kisante, philippines",6.5,2019-10-31 01:11:00,9,7,green,1,733,us,0,0.428,19.0,mww,10.0,6.9098,125.178,"Kisante, Philippines",Philippines
"m 6.6 - 10 km ne of columbio, philippines",6.6,2019-10-29 01:04:00,9,7,yellow,1,780,us,0,0.646,24.0,mww,15.0,6.7567,125.008,"Columbio, Philippines",Philippines
"m 6.7 - 70 km wsw of constituci?n, chile",6.7,2019-09-29 15:57:00,7,6,green,1,844,us,0,1.269,98.0,mww,11.0,-35.4758,-73.163,"Constituci?n, Chile",Other
"m 6.5 - 11km s of kairatu, indonesia",6.5,2019-09-25 23:46:00,7,7,yellow,1,656,us,0,3.909,15.0,mww,12.26,-3.4528,128.37,"Kairatu, Indonesia",Indonesia
"m 6.6 - 34km nne of ndoi island, fiji",6.6,2019-01-09 15:54:00,2,3,no alert,1,671,us,0,4.121,19.0,mww,591.0,-20.3641,-178.57,"Ndoi Island, Fiji",Fiji
"m 6.9 - 152 km sw of labuan, indonesia",6.9,2019-02-08 12:03:00,4,6,green,0,875,us,0,2.839,23.0,mww,49.0,-7.2822,104.791,"Labuan, Indonesia",Other
"m 6.8 - 96 km sw of san antonio, chile",6.8,2019-01-08 18:28:00,6,6,green,1,947,us,0,0.817,35.0,mww,25.0,-34.2364,-72.3102,"San Antonio, Chile",Other
"m 6.6 - 62km e of lakatoro, vanuatu",6.6,2019-07-31 15:02:00,0,4,green,1,670,us,0,6.024,30.0,mww,181.0,-16.1985,167.998,"Lakatoro, Vanuatu",Vanuatu
"m 7.2 - 93km nne of laiwui, indonesia",7.2,2019-07-14 09:10:00,7,7,green,1,809,us,0,1.504,38.0,mww,18.98,-0.5858,128.034,"Laiwui, Indonesia",Indonesia
"m 6.6 - 200km w of broome, australia",6.6,2019-07-14 05:39:00,5,5,green,0,791,us,0,2.978,32.0,mww,10.0,-18.2242,120.358,"Broome, Australia",Other
"m 6.9 - 134km wsw of kota ternate, indonesia",6.9,2019-07-07 15:08:00,7,5,green,0,747,us,0,1.205,21.0,mww,35.0,0.5126,126.189,"Kota Ternate, Indonesia",Indonesia
"m 7.3 - 292km nw of saumlaki, indonesia",7.3,2019-06-24 02:53:00,4,6,green,1,952,us,0,2.629,16.0,mww,212.0,-6.4078,129.169,"Saumlaki, Indonesia",Indonesia
"m 7.3 - 116km ne of l'esperance rock, new zealand",7.3,2019-06-15 22:55:00,8,6,green,1,830,us,0,1.402,11.0,mww,46.0,-30.6441,-178.1,"L'Esperance Rock, New Zealand",Other
"m 6.6 - 32 km s of la libertad, el salvador",6.6,2019-05-30 09:03:00,7,6,yellow,1,886,us,0,1.193,22.0,mww,57.92,13.1994,-89.3056,"La Libertad, El Salvador",Other
"m 7.6 - 46km sse of namatanai, papua new guinea",7.6,2019-05-14 12:58:00,7,7,green,1,929,us,0,0.453,16.0,mww,10.0,-4.051,152.597,"Namatanai, Papua New Guinea",Papua New Guinea
"m 7.1 - 33km nw of bulolo, papua new guinea",7.1,2019-06-05 21:19:00,7,6,yellow,1,826,us,0,2.514,16.0,mww,146.0,-6.9746,146.449,"Bulolo, Papua New Guinea",Papua New Guinea
"m 6.8 - 98km ssw of luwuk, indonesia",6.8,2019-12-04 11:40:00,5,6,green,1,717,us,0,0.791,28.0,mww,15.46,-1.8146,122.58,"Luwuk, Indonesia",Indonesia
"m 7.0 - 22 km nne of az?ngaro, peru",7.0,2019-01-03 08:50:00,7,4,green,1,869,us,0,2.501,42.0,mww,267.0,-14.7131,-70.1546,"Az?ngaro, Peru",Peru
"m 6.7 - 5 km sw of puerto madero, mexico",6.7,2019-01-02 16:14:00,6,6,yellow,1,909,us,0,0.289,43.0,mww,66.0,14.6802,-92.4527,"Puerto Madero, Mexico",Mexico
m 6.6 - molucca sea,6.6,2019-06-01 17:27:00,2,4,green,1,672,us,0,1.596,33.0,mww,43.21,2.258,126.758,Molucca Sea,Indonesia
"m 6.8 - 90km w of tarauaca, brazil",6.8,2019-05-01 19:25:00,3,3,green,0,715,us,0,1.181,16.0,mww,570.41,-8.144,-71.587,"Tarauaca, Brazil",Brazil
"m 7.0 - 96 km ese of pondaguitan, philippines",7.0,2018-12-29 03:39:00,5,5,green,1,803,us,0,1.769,21.0,mww,60.21,5.8983,126.921,"Pondaguitan, Philippines",Other
"m 7.3 - 187 km se of ust??kamchatsk staryy, russia",7.3,2018-12-20 17:01:00,3,7,green,1,822,us,0,4.126,23.0,mww,16.56,55.0999,164.699,"Ust??Kamchatsk Staryy, Russia",Other
m 7.1 - south sandwich islands region,7.1,2018-11-12 02:26:00,0,5,green,1,776,us,0,7.043,20.0,mww,133.0,-58.5446,-26.3856,South Sandwich Islands region,South Georgia and the South Sandwich Islands
"m 6.6 - 199 km ese of tadine, new caledonia",6.6,2018-05-12 06:43:00,0,4,green,1,670,us,0,2.679,31.0,mww,10.0,-22.0629,169.733,"Tadine, New Caledonia",Other
"m 7.5 - 166 km ese of tadine, new caledonia",7.5,2018-05-12 04:18:00,3,6,green,1,871,us,0,2.405,18.0,mww,10.0,-21.9496,169.427,"Tadine, New Caledonia",Other
"m 6.8 - 187 km e of levuka, fiji",6.8,2018-11-18 20:25:00,0,3,green,1,711,us,0,2.879,39.0,mww,540.0,-17.8735,-178.927,"Levuka, Fiji",Fiji
"m 6.8 - 32 km sw of lithaki?, greece",6.8,2018-10-25 22:54:00,8,7,yellow,0,954,us,0,2.268,15.0,mww,14.0,37.5203,20.5565,"Lithaki?, Greece",Other
"m 6.5 - 237 km sw of port mcneill, canada",6.5,2018-10-22 06:22:00,2,4,green,0,655,us,0,1.692,68.0,mww,10.0,49.297,-129.724,"Port McNeill, Canada",Other
"m 6.8 - 210 km sw of port mcneill, canada",6.8,2018-10-22 06:16:00,4,4,green,1,776,us,0,1.505,36.0,mww,10.0,49.3346,-129.289,"Port McNeill, Canada",Other
"m 6.5 - 223 km sw of port mcneill, canada",6.5,2018-10-22 05:39:00,3,4,green,1,669,us,0,1.611,63.0,mww,10.0,49.2586,-129.412,"Port McNeill, Canada",Other
"m 6.5 - 171 km e of tadine, new caledonia",6.5,2018-10-16 01:03:00,0,4,green,1,650,us,0,2.109,22.0,mww,17.0,-21.7427,169.522,"Tadine, New Caledonia",Other
"m 6.7 - 269 km wnw of ozernovskiy, russia",6.7,2018-10-13 11:10:00,0,3,green,1,691,us,0,2.705,17.0,mww,461.0,52.8549,153.243,"Ozernovskiy, Russia",Other
"m 6.5 - 154 km s of severo-kuril??k, russia",6.5,2018-10-10 23:16:00,0,4,green,1,650,us,0,3.923,14.0,mww,20.0,49.2902,156.297,"Severo-Kuril??k, Russia",Other
"m 7.0 - 119 km e of kimbe, papua new guinea",7.0,2018-10-10 20:48:00,6,6,green,1,758,us,0,1.778,18.0,mww,39.0,-5.7012,151.205,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.7 - 279 km e of levuka, fiji",6.7,2018-09-30 10:52:00,2,3,green,1,691,us,0,3.745,23.0,mww,550.0,-18.3604,-178.063,"Levuka, Fiji",Fiji
m 6.5 - south of the fiji islands,6.5,2018-09-16 21:11:00,4,1,green,0,651,us,0,5.139,18.0,mww,576.0,-25.415,178.199,the Fiji Islands,Other
m 6.9 - kermadec islands region,6.9,2018-10-09 04:19:00,3,4,green,0,735,us,0,2.785,18.0,mww,115.0,-31.7447,-179.373,Kermadec Islands region,Other
"m 6.5 - 66 km nw of kirakira, solomon islands",6.5,2018-09-09 19:31:00,3,6,green,1,651,us,0,1.638,25.0,mww,68.0,-10.0207,161.503,"Kirakira, Solomon Islands",Solomon Islands
"m 7.9 - 45 km s of levuka, fiji",7.9,2018-06-09 15:49:00,7,4,green,1,979,us,0,1.431,12.0,mww,670.81,-18.4743,179.35,"Levuka, Fiji",Fiji
